CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;DateDebutOperationPrelBio;CdParametreEnv;LbLongParametre;RsParEnvOpPrelBio;CdUniteMesure;SymUniteMesure;CdRqParEnvPrelBio;MnemoRqParEnvPrelBio;CdMethodeParEnvPrelBio;NomMethodeParEnvPrelBio;RefOperationPrelBio;CdStatutParEnvPrelBio;MnStatutParEnvPrelBio;CdQualParEnvPrelBio;LbQualParEnvPrelBio;DateParEnvPrelBio;CdProducteur;NomProducteur
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2011-08-18;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180201135901-HB-14497;1;Donnée brute;4;Non qualifié;2011-08-18;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2018-08-16;1425;Conditions météorologiques pendant le prélèvement;Ensoleillé;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20190327182054-HB-346690;1;Donnée brute;4;Non qualifié;2018-08-16;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2021-08-02;5916;Bloom algal;0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220823100212-HB-526415;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2021-08-02;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;2005-06-14;1301;Température de l'Eau;19.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe1545eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm510.00_LarMEauM50.00_PntCEPM0.10_ProfMStaM2.00_AltM33_TAir1C4.8_TAir7C20.8;1;Donnée brute;1;Correcte;2005-06-14;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2010-10-28;1301;Température de l'Eau;8.3;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe2160eta2_SurfEchMc572.00_SBVDKmc88.00_DSrcKm16.00_LarMEauM5.20_PntCEPM2.90_ProfMStaM0.55_AltM59_TAir1C4.1_TAir7C19.8;1;Donnée brute;1;Correcte;2010-10-28;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2012-06-27;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180201135915-HB-15110;1;Donnée brute;4;Non qualifié;2012-06-27;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2024-06-18;1725;Situation hydrologique;Moyennes eaux;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20250618181042-HB-601147;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2024-06-18;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1998-09-02;1303;Conductivité à 25°C;456.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe936eta1_1998-09-02_14:00:00_03112430;1;Donnée brute;0;Qualification non definissable;1998-09-02;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2020-06-15;1425;Conditions météorologiques pendant le prélèvement;Faiblement nuageux;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220104120756-HB-505753;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-06-15;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2019-07-31;5473;Visibilité du fond;Fonds non visibles;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20200323175240-HB-451879;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2019-07-31;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2022-08-04;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20230703214632-HB-549788;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2022-08-04;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1997-09-09;1301;Température de l'Eau;20.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe916eta1_1997-09-09_10:30:00_03112480;1;Donnée brute;1;Correcte;1997-09-09;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2021-09-27;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220823100214-HB-526419;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2021-09-27;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2000-04-19;1301;Température de l'Eau;11.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe957eta1_2000-04-19_14:00:00_03112480;1;Donnée brute;1;Correcte;2000-04-19;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1998-09-02;1301;Température de l'Eau;19.9;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe936eta1_1998-09-02_14:00:00_03112430;1;Donnée brute;1;Correcte;1998-09-02;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-10-21;7473;Volume de Lugol;1;181;mL;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20250618165004-HB-600991;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2024-10-21;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2017-08-17;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20190205185921-HB-30604;1;Donnée brute;4;Non qualifié;2017-08-17;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1995-05-18;1303;Conductivité à 25°C;510.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe876eta1_1995-05-18_11:15:00_03112480;1;Donnée brute;0;Qualification non definissable;1995-05-18;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2008-07-08;1303;Conductivité à 25°C;514.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe1911eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.50_AltM35_TAir1C4.5_TAir7C20.3;1;Donnée brute;0;Qualification non definissable;2008-07-08;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2022-06-16;5473;Visibilité du fond;Visibilité moyenne : doute sur l'identification de certains substrats ou visibilité réduite;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20230703214826-HB-549848;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2022-06-16;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-06-10;7473;Volume de Lugol;1;181;mL;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20250618164959-HB-600983;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2024-06-10;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2020-07-13;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220104120756-HB-505754;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-07-13;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2024-06-17;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20250619164105-HB-601321;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2024-06-17;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2015-08-17;1301;Température de l'Eau;22.3;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe5123eta1_2015-08-17_14:30:00_03112480;1;Donnée brute;1;Correcte;2015-08-17;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2020-07-30;1301;Température de l'Eau;25.1;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe84761eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM125.5_PntCEPM0.1_ProfMStaM3.11_AltM32_TAir1C4.5_TAir7C20.4;1;Donnée brute;1;Correcte;2020-07-30;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112348;LA MARNE A BONNEUIL-SUR-MARNE 1;005;4;Poissons;2006-06-15;1301;Température de l'Eau;20.5;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe1633eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm505.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM4.00_AltM31_TAir1C4.6_TAir7C20.4;1;Donnée brute;1;Correcte;2006-06-15;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;007;27;Macrophytes;2022-07-20;1725;Situation hydrologique;Etiage normal;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20230703214826-HB-549850;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2022-07-20;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-07-08;7473;Volume de Lugol;1;181;mL;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20250618165000-HB-600985;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2024-07-08;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1992-11-24;1303;Conductivité à 25°C;450.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe856eta1_1992-11-24_15:30:00_03063000;1;Donnée brute;0;Qualification non definissable;1992-11-24;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;2010-06-30;1301;Température de l'Eau;23.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe2122eta2_SurfEchMc1250.0_SBVDKmc12731.7_DSrcKm500.0_LarMEauM60.0_PntCEPM0.1_ProfMStaM2.83_AltM33_TAir1C4.5_TAir7C20.2;1;Donnée brute;1;Correcte;2010-06-30;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;10;Diatomées benthiques;2018-07-19;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20190327180827-HB-346466;1;Donnée brute;4;Non qualifié;2018-07-19;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2018-08-16;5473;Visibilité du fond;Visibilité moyenne : doute sur l'identification de certains substrats ou visibilité réduite;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20190327182054-HB-346690;1;Donnée brute;4;Non qualifié;2018-08-16;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1995-05-16;1301;Température de l'Eau;14.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe875eta1_1995-05-16_15:00:00_03063000;1;Donnée brute;1;Correcte;1995-05-16;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2021-08-23;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220823100214-HB-526417;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2021-08-23;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2002-05-23;1301;Température de l'Eau;16.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe980eta1_2002-05-23_14:00:00_03079622;1;Donnée brute;1;Correcte;2002-05-23;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-07-08;5916;Bloom algal;0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20250618165000-HB-600985;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2024-07-08;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2001-06-20;1303;Conductivité à 25°C;526.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe965eta1_2001-06-20_14:00:00_03063000;1;Donnée brute;0;Qualification non definissable;2001-06-20;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3080660;LA SEINE A ALFORTVILLE 3;004;10;Diatomées benthiques;2019-08-08;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20201028101226-HB-474989;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2019-08-08;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;007;27;Macrophytes;2012-08-07;6498;Turbidite;Faible;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180130183006-HB-11001;1;Donnée brute;4;Non qualifié;2012-08-07;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1996-05-07;1301;Température de l'Eau;15.5;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe890eta1_1996-05-07_15:25:00_03063000;1;Donnée brute;1;Correcte;1996-05-07;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079575;LE RÉVEILLON A MAROLLES-EN-BRIE 2;005;4;Poissons;1991-10-10;1301;Température de l'Eau;14.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe845eta1_1991-10-10_10:30:00_03079575;1;Donnée brute;1;Correcte;1991-10-10;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2017-08-16;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20190205185922-HB-30637;1;Donnée brute;4;Non qualifié;2017-08-16;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;007;27;Macrophytes;2018-08-08;1725;Situation hydrologique;Etiage normal;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20190327182054-HB-346689;1;Donnée brute;4;Non qualifié;2018-08-08;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;1995-04-13;1301;Température de l'Eau;12.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe879eta1_1995-04-13_14:00:00_03079622;1;Donnée brute;1;Correcte;1995-04-13;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2006-06-21;1301;Température de l'Eau;22.5;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe1631eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM75.00_PntCEPM0.10_ProfMStaM3.40_AltM35_TAir1C4.5_TAir7C20.3;1;Donnée brute;1;Correcte;2006-06-21;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2017-08-07;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20190205205526-HB-30914;1;Donnée brute;4;Non qualifié;2017-08-07;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112348;LA MARNE A BONNEUIL-SUR-MARNE 1;005;4;Poissons;2006-06-15;1303;Conductivité à 25°C;620.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe1633eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm505.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM4.00_AltM31_TAir1C4.6_TAir7C20.4;1;Donnée brute;0;Qualification non definissable;2006-06-15;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2019-10-10;1301;Température de l'Eau;16.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe82253eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM128.8_PntCEPM0.1_ProfMStaM3.66_AltM32_TAir1C4.5_TAir7C20.4;1;Donnée brute;1;Correcte;2019-10-10;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;1996-04-11;1303;Conductivité à 25°C;1050.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe888eta1_1996-04-11_14:20:00_03079622;1;Donnée brute;0;Qualification non definissable;1996-04-11;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2016-08-11;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180228165200-HB-19385;1;Donnée brute;4;Non qualifié;2016-08-11;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2010-08-12;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180201135901-HB-14496;1;Donnée brute;4;Non qualifié;2010-08-12;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;2000-04-20;1303;Conductivité à 25°C;0.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe959eta1_2000-04-20_14:00:00_03112430;1;Donnée brute;0;Qualification non definissable;2000-04-20;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2016-07-21;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180228165207-HB-19738;1;Donnée brute;4;Non qualifié;2016-07-21;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112295;LE MORBRAS A SUCY-EN-BRIE 2;004;10;Diatomées benthiques;2010-08-12;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180201135943-HB-16324;1;Donnée brute;4;Non qualifié;2010-08-12;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1997-09-10;1303;Conductivité à 25°C;435.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe919eta1_1997-09-10_14:00:00_03112430;1;Donnée brute;0;Qualification non definissable;1997-09-10;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2010-07-21;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180201135947-HB-16466;1;Donnée brute;4;Non qualifié;2010-07-21;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2009-06-16;1303;Conductivité à 25°C;560.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe1996eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.50_AltM35_TAir1C4.5_TAir7C20.3;1;Donnée brute;0;Qualification non definissable;2009-06-16;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2012-09-20;1301;Température de l'Eau;13.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe2264eta2_SurfEchMc624.00_SBVDKmc88.00_DSrcKm16.00_LarMEauM5.20_PntCEPM2.90_ProfMStaM0.55_AltM59_TAir1C4.1_TAir7C19.8;1;Donnée brute;1;Correcte;2012-09-20;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1996-09-11;1303;Conductivité à 25°C;400.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe45568eta1_1996-09-11_10:45:00_03112088;1;Donnée brute;0;Qualification non definissable;1996-09-11;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
