CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;CdMethode;NomLongMethodePrel;DateDebutOperationPrelBio;HeureDebutOperationPrelBio;DateFinOperationPrelbio;HeureFinOperationPrelBio;CdProducteur;NomProducteur;CdPreleveur;NomPreleveur;CdDeterminateur;NomDéterminateur;CodeSandreRdd;NomRdd;CdStatutResBioOperationPrelBio;MnemoStatutResBioOperationPrelBio;CdQualResBioOperationPrelBio;LbQualResBioOperationPrelBio;RefOperationPrelBio;ObjOperationPrelBio;LongProspecOperationPrelBio;LargeurMoyLameEauOperationPrelBio;HMoyLamOperationPrelBio;SurfTotProspecteeOperationPrelBio
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2005-06-14;09:00:00;2005-06-14;09:33:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;1;Correcte;Aspe1545eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm510.00_LarMEauM50.00_PntCEPM0.10_ProfMStaM2.00_AltM33_TAir1C4.8_TAir7C20.8;Echantillonnag.Ichtyofaun;1000.0;50.00;2.00;1250.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;0;Méthode inconnue;2013-08-01;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);;;1;Donnée brute;0;Qualification non definissable;20180130180354-HB-7463;;300;70;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1998-05-27;10:30:00;1998-05-27;11:08:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;4;Non qualifié;Aspe929eta1_1998-05-27_10:30:00_03112480;Echantillonnag.Ichtyofaun;250.0;75.00;3.00;1300.00
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;2002-04-25;14:00:00;2002-04-25;14:44:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe977eta1_2002-04-25_14:00:00_03112430;Echantillonnag.Ichtyofaun;250.0;50.00;0.91;2320.00
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2020-08-27;08:30:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20210908103329-HB-498345;;500;81.25;;
3112348;LA MARNE A BONNEUIL-SUR-MARNE 1;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2009-06-17;15:00:00;2009-06-17;15:42:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;1;Correcte;Aspe2020eta2_2009-06-17_15:00:00_03112348;Echantillonnag.Ichtyofaun;700.0;70.00;3.30;1250.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;0;Méthode inconnue;2013-06-20;00:00:00;;;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);;;1;Donnée brute;0;Qualification non definissable;20180201135901-HB-14499;;;70;;
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2018-07-19;12:15:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207/0300000212;Réseau de gestion des eaux superficielles de la DRIF/Réseau de gestion des eaux superficielles de la DVM;1;Donnée brute;0;Qualification non definissable;20190327180827-HB-346466;;;85;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;0;Méthode inconnue;2010-08-12;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;43796067700098;ASCONIT CONSULTANTS;43796067700098;ASCONIT CONSULTANTS;;;1;Donnée brute;0;Qualification non definissable;20180201135901-HB-14496;;;50;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;2002-04-24;14:00:00;2002-04-24;14:47:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe975eta2_SurfEchMc1169.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM75.00_PntCEPM0.10_ProfMStaM3.00_AltM35_TAir1C4.5_TAir7C20.3;Echantillonnag.Ichtyofaun;250.0;75.00;3.00;1169.00
3112348;LA MARNE A BONNEUIL-SUR-MARNE 1;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2008-07-10;09:00:00;2008-07-10;09:45:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;1;Correcte;Aspe1913eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm505.00_LarMEauM70.00_PntCEPM0.10_ProfMStaM3.30_AltM31_TAir1C4.6_TAir7C20.4;Echantillonnag.Ichtyofaun;700.0;70.00;3.30;1250.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2009-06-16;10:00:00;2009-06-16;10:44:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe1996eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.50_AltM35_TAir1C4.5_TAir7C20.3;Echantillonnag.Ichtyofaun;650.0;79.00;3.50;1250.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2025-09-02;08:30:00;2025-09-02;09:04:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);41958978300036;HYDROSPHERE;41958978300036;HYDROSPHERE;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;1;Correcte;Aspe95656eta2_SurfEchMc1250.0_SBVDKmc12684.7_DSrcKm493.0_LarMEauM72.0_PntCEPM0.1_ProfMStaM3.27_AltM35_TAir1C4.5_TAir7C20.3;Echantillonnag.Ichtyofaun;810.0;72.00;3.27;1250.00
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;1995-09-14;13:45:00;1995-09-14;14:18:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe886eta1_1995-09-14_13:45:00_03112430;Echantillonnag.Ichtyofaun;400.0;50.00;3.25;20000.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;455;Qualité de l'eau - Détermination de l'indice biologique macrophytique en rivière (IBMR) (NF T90-395 Octobre 2003);2022-08-24;17:24:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20230703214827-HB-549854;;200;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;1995-05-18;11:15:00;1995-05-18;11:38:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;4;Non qualifié;Aspe876eta1_1995-05-18_11:15:00_03112480;Echantillonnag.Ichtyofaun;250.0;75.00;2.90;18750.00
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1999-10-21;14:00:00;1999-10-21;14:36:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe951eta1_1999-10-21_14:00:00_03112430;Echantillonnag.Ichtyofaun;600.0;50.00;0.48;1734.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;2003-06-24;14:00:00;2003-06-24;14:34:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;4;Non qualifié;Aspe985eta1_2003-06-24_14:00:00_03112480;Echantillonnag.Ichtyofaun;250.0;75.00;0.82;1283.00
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2023-08-03;14:19:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20240717112011-HB-578735;;500;84;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2017-08-24;08:45:00;2017-08-24;10:40:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);41958978300036;HYDROSPHERE;41958978300036;HYDROSPHERE;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;2;Incorrecte;Aspe4851eta1_2017-08-24_08:45:00_03112480;Echantillonnag.Ichtyofaun;650.0;44.00;2.97;1250.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2011-06-21;15:00:00;2011-06-21;15:50:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe2217eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.43_AltM35_TAir1C4.5_TAir7C20.3;Echantillonnag.Ichtyofaun;650.0;79.00;3.43;1250.00
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2010-07-01;09:15:00;2010-07-01;10:03:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;1;Correcte;Aspe2121eta2_SurfEchMc1250.0_SBVDKmc12824.4_DSrcKm510.0_LarMEauM70.0_PntCEPM0.1_ProfMStaM3.6_AltM33_TAir1C4.8_TAir7C20.8;Echantillonnag.Ichtyofaun;700.0;70.00;3.60;1250.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;0;Méthode inconnue;2018-08-16;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);;;1;Donnée brute;0;Qualification non definissable;20190328112225-HB-346769;;318;69.7;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2015-08-17;14:30:00;2015-08-17;15:20:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);51859358700042;PINGAT ENVIRONNEMENT & MILIEUX AQUATIQUES;51859358700042;PINGAT ENVIRONNEMENT & MILIEUX AQUATIQUES;0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;2;Incorrecte;Aspe5123eta1_2015-08-17_14:30:00_03112480;Echantillonnag.Ichtyofaun;710.0;74.00;3.50;1250.00
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;1996-05-30;14:00:00;1996-05-30;14:25:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe895eta1_1996-05-30_14:00:00_03112430;Echantillonnag.Ichtyofaun;250.0;50.00;3.85;12500.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;455;Qualité de l'eau - Détermination de l'indice biologique macrophytique en rivière (IBMR) (NF T90-395 Octobre 2003);2024-06-17;15:09:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20250618181056-HB-601160;;200;;;
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1998-09-02;14:00:00;1998-09-02;14:47:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe936eta1_1998-09-02_14:00:00_03112430;Echantillonnag.Ichtyofaun;250.0;50.00;0.63;1730.00
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;2004-07-07;00:00:00;2004-07-07;00:34:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;1;Correcte;Aspe46104eta2_2004-07-07_00:00:00_03112088;Echantillonnag.Ichtyofaun;550.0;40.00;0.84;825.00
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;2000-04-20;14:00:00;2000-04-20;14:48:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe959eta1_2000-04-20_14:00:00_03112430;Echantillonnag.Ichtyofaun;600.0;50.00;0.78;2834.00
3112348;LA MARNE A BONNEUIL-SUR-MARNE 1;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2007-06-28;09:00:00;2007-06-28;09:52:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;1;Correcte;Aspe1779eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm505.00_LarMEauM70.00_PntCEPM0.10_ProfMStaM3.40_AltM31_TAir1C4.6_TAir7C20.4;Echantillonnag.Ichtyofaun;700.0;70.00;3.40;1250.00
3112348;LA MARNE A BONNEUIL-SUR-MARNE 1;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2005-06-15;13:30:00;2005-06-15;14:15:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;1;Correcte;Aspe1555eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm505.00_LarMEauM110.00_PntCEPM0.10_ProfMStaM3.83_AltM31_TAir1C4.6_TAir7C20.4;Echantillonnag.Ichtyofaun;1100.0;110.00;3.83;1250.00
